"i","j","id","sc","bx1","bx2","bx3","year","eventid","x1","x2","x3","x4","error","y","ratio"
1,18,18,24.6635640117153,1.11920166015625,1.31666666666667,1.5,2,918,1.63147284739144,1.18265607133592,1.56569321414222,1.62332852514969,0.0457978648111143,30.441012644299,1.23425035529494
1,19,19,26.5163917189489,1.11683654785156,1.33333333333333,1.5,2,919,1.04677031805477,1.82392138276601,1.50043485246625,2.07268149778669,0.682736923920856,33.0507474470002,1.24642703265625
1,20,20,28.4320212316403,1.113525390625,1.35,1.5,2,920,2.19952347796146,2.41325714826276,1.88464394446344,1.37436945017331,-0.844933357572172,36.1211761809039,1.27043996930851
1,21,21,30.4125812241143,1.10926818847656,1.36666666666667,1.5,2,921,1.24965726886662,1.00831007687015,1.2340948031853,1.45316094676897,0.542806949809373,35.5707592052764,1.16960671450906
1,22,22,32.4602725223537,1.10406494140625,1.38333333333333,1.5,2,922,1.5309423425663,1.19859939415901,1.85776944780302,1.23149775451277,-0.141955634223882,38.4532933228294,1.18462632426603
1,23,23,34.5773705495876,1.09791564941406,1.4,1.5,2,923,1.6763379860854,1.561110590976,1.26531051406866,1.38950916707921,-0.997416150936478,39.503952705751,1.14247995373443
1,24,24,36.766227854774,1.0908203125,1.41666666666667,1.5,2,924,0.960509256937663,1.4164533768187,2.5805334663758,2.69718580103194,-0.288439191938821,43.4029741540373,1.18051202656629
1,25,25,39.0292767267848,1.08277893066406,1.43333333333333,1.5,2,925,2.19978481121676,1.58066360836033,1.85675394279858,1.37179313101616,0.974989317002181,47.4368954422149,1.21541825574391
1,26,26,41.369031897199,1.07379150390625,1.45,1.5,2,926,2.34701658446504,1.71725187372477,1.43816688060123,1.3579624899077,0.504708686879895,49.0412125898073,1.18545710017274
1,27,27,43.7880933347085,1.06385803222656,1.46666666666667,1.5,2,927,1.86923796096077,2.90337957509184,2.35023279298715,2.01223521219114,0.10410043436401,53.6644368209322,1.22554860771696
1,28,28,46.2891491342386,1.052978515625,1.48333333333333,1.5,2,928,2.03449603248608,2.16063629126612,1.90531357950729,2.53483844443077,0.136501703608138,54.6308456514846,1.18020846512117
1,29,29,48.8749785039976,1.04115295410156,1.5,1.5,2,929,2.53644994499468,1.70086211453006,2.35648998878135,2.76856426548901,0.171311790890606,57.7731508030173,1.18205987135712
1,30,30,51.5484548537714,1.02838134765625,1.51666666666667,1.5,2,930,3.00639329438138,3.20599254912065,2.38305973063412,2.07872294018908,0.289543216520711,63.3667284867369,1.22926533232646
2,1,31,1.01685340540722,1.02838134765625,1.05,1.5,2,931,-0.254276625472932,0.559915184177717,-0.460721503649474,0.040086648588762,-0.196594476606739,0.455594277931539,0.448043223840201
2,2,32,2.06817317241739,1.054931640625,1.06666666666667,1.5,2,932,0.163789638557864,0.219282454937161,0.26612092555565,0.235124355704658,-0.180425771391625,2.69361694674677,1.3024136386018
2,3,33,3.15512754226943,1.07965087890625,1.08333333333333,1.5,2,933,-0.181930363296906,-0.675246637827208,0.760225145406665,0.0974275994745089,0.197148973290864,3.56467576605758,1.12980401530569
2,4,34,4.27892435387168,1.1025390625,1.1,1.5,2,934,0.349236552683634,0.195020108057049,0.126403079359943,0.0364365128279247,-0.0698990588539964,4.9981989743069,1.16809706387644
2,5,35,5.44081238596938,1.12359619140625,1.11666666666667,1.5,2,935,0.622736026295865,0.475511779092951,0.33012908879274,0.0406297180832179,0.108840593370428,7.27553859324687,1.33721548862976
2,6,36,6.6420827448051,1.142822265625,1.13333333333333,1.5,2,936,0.396070460151598,-0.617272314969715,-0.208178318321567,-0.0925533495667182,-0.794429703489168,5.28844841415215,0.796203332198527
2,7,37,7.88407029881404,1.16021728515625,1.15,1.5,2,937,0.337326153949196,0.787040549841726,-0.207461560770672,0.537938828213907,-1.05570659649627,7.81363962802688,0.99106671197519
2,8,38,9.16815516194857,1.17578125,1.16666666666667,1.5,2,938,0.564246029189793,0.348398820105496,-0.358038298249045,0.271724615505385,-0.0514662476794776,9.64952665852691,1.05250472838595
2,9,39,10.4957642272801,1.18951416015625,1.18333333333333,1.5,2,939,0.469193923715031,0.675560504524843,1.16134494282206,0.0946990659480935,-0.373595699265941,13.2217120220533,1.25971884807473
2,10,40,11.8683727525827,1.201416015625,1.2,1.5,2,940,0.181633123765305,0.170593952690359,0.093550720482008,1.07491855335361,0.148771166674182,12.5803996870679,1.05999364439664
2,11,41,13.2875059996601,1.21148681640625,1.21666666666667,1.5,2,941,-0.539373536735785,0.690124506055456,0.235442086988065,0.0902583726325485,0.348483488746231,14.1753601723821,1.06681872224514
2,12,42,14.7547409292381,1.2197265625,1.23333333333333,1.5,2,942,0.306986058583946,1.46553637148524,0.577617678974019,0.633146102339914,0.128576657179511,17.9316780130158,1.2153163582481
2,13,43,16.2717079533052,1.22613525390625,1.25,1.5,2,943,0.832779984503256,1.08492762002652,0.782175613479894,0.801283381796308,0.208163338784565,20.0303951350897,1.23099524601663
2,14,44,17.8400927468495,1.230712890625,1.26666666666667,1.5,2,944,1.67519861050892,0.820829094704254,1.30610322800592,1.3666329274328,-0.688011160863688,22.2126418055971,1.24509676719701
2,15,45,19.4616381210038,1.23345947265625,1.28333333333333,1.5,2,945,1.0290857377614,0.654018936340916,1.25371708849242,0.562438706253412,-0.758533873859625,22.6923397329376,1.1660035805746
2,16,46,21.1381459596826,1.234375,1.3,1.5,2,946,1.05961794940043,1.82113425877018,0.72162137416771,1.79659480275624,0.481211708318483,26.377230171945,1.24784975097887
2,17,47,22.8714792218598,1.23345947265625,1.31666666666667,1.5,2,947,1.52593107819574,0.71853594979626,1.18567144861449,2.1111870397379,-0.63874838745814,26.8394844842429,1.17349141364633
2,18,48,24.6635640117153,1.230712890625,1.33333333333333,1.5,2,948,0.14406110366726,1.84106384685331,1.48233985089292,0.795643389953432,-0.775876802380877,28.7432466387991,1.16541334517371
2,19,49,26.5163917189489,1.22613525390625,1.35,1.5,2,949,1.66830704549593,1.13117076305395,1.9022152451065,1.70553790317399,-0.477372318495108,32.4649928810591,1.2243367508355
2,20,50,28.4320212316403,1.2197265625,1.36666666666667,1.5,2,950,2.53306389466875,1.52920128172622,0.751908049088672,1.51477404199408,-0.301358335925562,34.4380787045441,1.21124271904454
2,21,51,30.4125812241143,1.21148681640625,1.38333333333333,1.5,2,951,1.66603429123388,1.6303337143551,1.46173267215972,1.58002494480252,-0.953464817017022,35.925388966372,1.18126734135564
2,22,52,32.4602725223537,1.201416015625,1.4,1.5,2,952,1.33396667135417,1.53036689979237,1.75273028968837,1.89117398949803,-0.671533900033307,38.1629966398371,1.17568318668786
2,23,53,34.5773705495876,1.18951416015625,1.41666666666667,1.5,2,953,1.1143546581962,1.72300209375853,2.20157574402469,2.5637760215827,-0.39914315343722,41.2470512903725,1.19289149622352
2,24,54,36.766227854774,1.17578125,1.43333333333333,1.5,2,954,1.27059107872818,1.17537464445393,1.42206256526903,2.58514127507545,-0.175683122891565,41.9022794036225,1.13969481909147
2,25,55,39.0292767267848,1.16021728515625,1.45,1.5,2,955,1.83591367661897,1.61573680767743,1.21089725966836,1.66408147858012,-0.606143318254086,44.7123564508336,1.14561068512317
2,26,56,41.369031897199,1.142822265625,1.46666666666667,1.5,2,956,1.54105555410679,1.26925384557665,1.31939895799818,2.20526064901369,0.325300928714714,47.2961561695551,1.14327442534998
2,27,57,43.7880933347085,1.12359619140625,1.48333333333333,1.5,2,957,1.5870923485526,2.18158830718564,2.67508035411996,1.65957138545303,0.244395690849511,53.0643831306403,1.21184502656979
2,28,58,46.2891491342386,1.1025390625,1.5,1.5,2,958,3.22541871612508,1.32611118850359,2.15315668162068,2.97374588596577,-0.299844763374607,54.7643563034969,1.18309274047531
2,29,59,48.8749785039976,1.07965087890625,1.51666666666667,1.5,2,959,2.53896687876027,1.97050865473913,2.05649247879764,2.74995616036677,1.07347159446885,58.7629914318514,1.20231237394907
2,30,60,51.5484548537714,1.054931640625,1.53333333333333,1.5,2,960,3.29578414981785,1.95211450078464,2.45245122505939,2.5982274572273,-0.088605570191254,61.6085953360189,1.19515891428337
3,1,61,1.01685340540722,1.04115295410156,1.06666666666667,1.5,2,961,0.878816831539776,-0.0439055757579719,0.224882458706517,-0.859587692782429,0.876424341349044,3.09875156094602,3.04739261772453
3,2,62,2.06817317241739,1.07965087890625,1.08333333333333,1.5,2,962,0.296789573107857,1.17682132974435,-0.259682542634955,-0.387271371196762,0.459457041291788,3.73342529710257,1.80518021744704
3,3,63,3.15512754226943,1.11549377441406,1.1,1.5,2,963,0.0438611786018575,-0.0228965961057388,0.08048286873115,0.895150077476819,0.0774823718739349,3.37707483319261,1.07034495054471
3,4,64,4.27892435387168,1.148681640625,1.11666666666667,1.5,2,964,-0.0917263305274219,0.668624724095432,1.3115835560037,-0.185154779137333,0.721873852457635,7.60944013040267,1.77835350688485
3,5,65,5.44081238596938,1.17921447753906,1.13333333333333,1.5,2,965,-0.0834752174777598,0.447848396090148,-0.566073841476061,0.260275921857508,-0.577489868686582,4.42333808567204,0.812992209964605
3,6,66,6.6420827448051,1.20709228515625,1.15,1.5,2,966,0.722596494176062,-0.593219452786671,0.189123254244616,0.597327213132521,0.22342919734659,7.33923510621482,1.10495990311999
3,7,67,7.88407029881404,1.23231506347656,1.16666666666667,1.5,2,967,1.07978716782118,0.06785864693014,0.679378570527494,1.05843674894176,-0.803165063412972,9.50977950486555,1.2062017643724
3,8,68,9.16815516194857,1.2548828125,1.18333333333333,1.5,2,968,0.468394987213844,0.978211608107585,0.513868547864077,-0.895138291102987,0.0416152540496542,11.7259044596375,1.27898189466781
3,9,69,10.4957642272801,1.27479553222656,1.2,1.5,2,969,0.373917265088597,1.12972851235322,0.686938572633663,0.612143126677202,-0.697649325562583,12.6608650344492,1.20628329298229
3,10,70,11.8683727525827,1.29205322265625,1.21666666666667,1.5,2,970,1.87216134393941,0.0195650847053371,0.760259072470923,-0.282625811031574,0.0575959480816357,15.5090935935316,1.30675821503471
3,11,71,13.2875059996601,1.30665588378906,1.23333333333333,1.5,2,971,0.881012341308481,-0.194529710946784,0.89352185759941,0.967444853349571,-0.654517874700792,14.8845308939856,1.12018996600011
3,12,72,14.7547409292381,1.318603515625,1.25,1.5,2,972,1.24696502435759,1.12548492320558,0.543922618024427,0.105341648515982,-0.132127469520932,18.4896060057401,1.2531298309075
3,13,73,16.2717079533052,1.32789611816406,1.26666666666667,1.5,2,973,-0.0309868900735111,0.197764859397631,1.07957536667848,-0.0754987751723097,-0.153631797855556,17.9467939896618,1.10294469647338
3,14,74,17.8400927468495,1.33453369140625,1.28333333333333,1.5,2,974,-0.0376325305840354,1.69772935453432,1.99216427328529,1.46646845492606,-0.278937066935088,22.6779328815374,1.27117796994314
3,15,75,19.4616381210038,1.33851623535156,1.3,1.5,2,975,1.56201911189398,1.23092399877857,0.705054404370641,1.31838654849747,-0.332185627256973,23.8780232399145,1.22692771756681
3,16,76,21.1381459596826,1.33984375,1.31666666666667,1.5,2,976,0.652101642795786,1.11905082017527,1.65099273790924,1.05554155654473,-0.118334663233884,25.843431627008,1.22259689550351
3,17,77,22.8714792218598,1.33851623535156,1.33333333333333,1.5,2,977,0.478181699016785,2.39218361895598,1.51241480801057,0.455949290268991,-0.141651244972362,28.8280823150932,1.26043803443812
3,18,78,24.6635640117153,1.33453369140625,1.35,1.5,2,978,1.78301978225062,1.31541377726806,-0.123939850469664,1.51281688203865,-0.36501796112243,28.2679448460575,1.14614192955366
3,19,79,26.5163917189489,1.32789611816406,1.36666666666667,1.5,2,979,1.62315011841342,1.74886263962796,1.36266765368414,1.66343249263036,0.489354927532153,33.5952351426042,1.26696103673098
3,20,80,28.4320212316403,1.318603515625,1.38333333333333,1.5,2,980,1.80632308102254,1.22415654177221,1.3815001046764,0.264032880479793,-0.0405101575136539,34.5390017455837,1.21479234501792
3,21,81,30.4125812241143,1.30665588378906,1.4,1.5,2,981,1.68234904264415,1.55421712810937,0.556278051790202,1.51377938933135,-0.0887020935026862,35.5324514628079,1.16834711269539
3,22,82,32.4602725223537,1.29205322265625,1.41666666666667,1.5,2,982,1.6344122098178,1.50419936595671,0.563758533967519,2.47198312367665,0.284164475561666,37.8327714634824,1.16550997646212
3,23,83,34.5773705495876,1.27479553222656,1.43333333333333,1.5,2,983,2.55770903529996,1.70782580396074,1.04857474214996,2.20445631358553,0.0172895494296931,41.8759619155219,1.21107999972026
3,24,84,36.766227854774,1.2548828125,1.45,1.5,2,984,2.18182067473399,2.7401713487805,2.39073094961656,1.26174866731813,0.626970447739674,47.6904724473511,1.29712715255227
3,25,85,39.0292767267848,1.23231506347656,1.46666666666667,1.5,2,985,2.4083473372684,3.11988396374356,1.82411752717421,2.44222613125612,-0.532530456474204,48.7765950763619,1.24974376076223
3,26,86,41.369031897199,1.20709228515625,1.48333333333333,1.5,2,986,2.24623828476406,2.07657511205437,1.03567409837688,2.15099469822713,-0.67334590928973,48.0408671225166,1.1612760782485
3,27,87,43.7880933347085,1.17921447753906,1.5,1.5,2,987,1.90614125939422,2.17523179978788,2.63751453365921,1.4616936725969,-0.199190593514805,53.0557716106765,1.21164836306362
3,28,88,46.2891491342386,1.148681640625,1.51666666666667,1.5,2,988,2.01025640247381,2.33804757518231,2.63211515440278,2.19393110514412,-1.0041800053392,55.088325305334,1.19009155138233
3,29,89,48.8749785039976,1.11549377441406,1.53333333333333,1.5,2,989,2.02309183087857,1.43883154217484,3.25103942627909,2.29215164532057,-0.245990963932973,57.9685013865644,1.18605681600091
3,30,90,51.5484548537714,1.07965087890625,1.55,1.5,2,990,2.0798252620838,1.53026278604831,3.11387931318992,2.35540998538029,-0.265912945971164,60.5707533681401,1.17502558592615
4,1,91,1.01685340540722,1.052978515625,1.08333333333333,1.5,2,991,-0.602670373065697,-0.117832081203775,-0.236472454206987,-0.173463234219944,0.808179743552246,0.708074091503017,0.696338417846427
4,2,92,2.06817317241739,1.1025390625,1.1,1.5,2,992,0.156377111191399,0.114791938529545,-0.450322726164623,0.237863716523099,-1.16664845323723,0.524723635885146,0.253713587857742
4,3,93,3.15512754226943,1.148681640625,1.11666666666667,1.5,2,993,0.582940360810486,0.0402345976731829,-0.0576348496003563,0.507073862707102,0.159570584381497,3.9427873763611,1.24964437207033
4,4,94,4.27892435387168,1.19140625,1.13333333333333,1.5,2,994,0.974227975911863,-0.715059206339567,0.687323730303394,0.479077834035438,0.208101417450483,5.86831223235199,1.37144565947799
4,5,95,5.44081238596938,1.230712890625,1.15,1.5,2,995,0.977355771414012,-0.205549114080129,1.03876497801014,0.245445238196036,0.631457258478968,8.59687997687737,1.58007285806193
4,6,96,6.6420827448051,1.2666015625,1.16666666666667,1.5,2,996,-0.0630284491903935,0.324707754011898,-1.07440617068164,-0.300093488810751,1.13132532196235,6.46079259153237,0.97270582733789
4,7,97,7.88407029881404,1.299072265625,1.18333333333333,1.5,2,997,0.220864742788457,0.501138031016364,0.508072880275635,1.49985720375856,0.434097399412829,9.9602096171539,1.26333343560523
4,8,98,9.16815516194857,1.328125,1.2,1.5,2,998,0.597639566507957,0.246712931505608,0.756556129614094,0.0849259661017273,0.553894464234199,11.946679387679,1.30306252202869
4,9,99,10.4957642272801,1.353759765625,1.21666666666667,1.5,2,999,0.316141692473669,1.66420375034291,0.466239892427989,0.816600615852418,-0.385083201027533,13.2628019979859,1.26363375841788
4,10,100,11.8683727525827,1.3759765625,1.23333333333333,1.5,2,1000,0.0474405667575829,1.01076938853878,0.767297220773496,1.06675064094794,-0.087572084602573,14.2436391863083,1.20013412817766
4,11,101,13.2875059996601,1.394775390625,1.25,1.5,2,1001,1.18075288015055,0.289869191694276,0.815073895729374,0.398815130126318,-0.146920268921313,16.3724181235943,1.23216637674618
4,12,102,14.7547409292381,1.41015625,1.26666666666667,1.5,2,1002,0.0148916009219809,0.963833295052657,0.860966847426214,0.615224478212216,-0.243501210312431,17.0445449812443,1.15519107133008
4,13,103,16.2717079533052,1.422119140625,1.28333333333333,1.5,2,1003,0.805548546985033,0.18476208214819,0.301879233987426,0.431673399021249,-0.551773914097854,17.5554502363154,1.07889413248407
4,14,104,17.8400927468495,1.4306640625,1.3,1.5,2,1004,0.629853422198419,0.628340461491245,0.774097701498484,0.468152720705057,-0.00162855877688734,20.7175619960408,1.16129228082065
4,15,105,19.4616381210038,1.435791015625,1.31666666666667,1.5,2,1005,1.47603620562623,0.857498916456608,0.483277447359093,1.24278417914752,-0.036392069030402,23.3984819857886,1.2022873840479
4,16,106,21.1381459596826,1.4375,1.33333333333333,1.5,2,1006,0.555201935374606,1.18924491340157,0.913651250723106,1.19030527734014,-0.418474922452269,24.4739105799514,1.15780781467926
4,17,107,22.8714792218598,1.435791015625,1.35,1.5,2,1007,1.26451397399859,1.06289230016346,0.312380995090648,0.317983511326799,0.491964700836117,27.082497823552,1.18411658296537
4,18,108,24.6635640117153,1.4306640625,1.36666666666667,1.5,2,1008,0.728675033863641,1.62995447407487,0.939886786045878,0.4275797893134,-0.353310473245472,28.9901773496306,1.17542530900482
4,19,109,26.5163917189489,1.422119140625,1.38333333333333,1.5,2,1009,1.35787813695205,1.4407212126189,1.63549041493674,1.29401162254077,-0.410923630675132,32.4827658773307,1.22500701534433
4,20,110,28.4320212316403,1.41015625,1.4,1.5,2,1010,2.01455826856063,1.45518564875696,1.00869402857765,0.775741013248568,0.709172050838626,35.5323361670051,1.24972951720588
4,21,111,30.4125812241143,1.394775390625,1.41666666666667,1.5,2,1011,0.893078205381866,2.18950022730008,1.340494706494,0.860942983766647,-0.220730723112841,36.5500280521877,1.20180617958225
4,22,112,32.4602725223537,1.3759765625,1.43333333333333,1.5,2,1012,1.51131694332094,1.77631290915346,1.65664512452767,1.37873177239303,0.150920242145192,39.7217456469291,1.22370339372767
4,23,113,34.5773705495876,1.353759765625,1.45,1.5,2,1013,1.81636013937266,1.69898579410704,1.7236522603857,1.84881131201065,0.179164661223428,42.2644582794125,1.22231556673174
4,24,114,36.766227854774,1.328125,1.46666666666667,1.5,2,1014,2.33635111487137,0.656630182215535,1.15437212106179,1.54818891377465,-0.540141493771736,42.0236684676163,1.14299646495172
4,25,115,39.0292767267848,1.299072265625,1.48333333333333,1.5,2,1015,2.08217531020564,2.3901949498141,2.03891207699254,1.29420130988547,0.117382361586636,48.4553792437417,1.24151363559571
4,26,116,41.369031897199,1.2666015625,1.5,1.5,2,1016,2.74198603321404,1.92352158867156,2.11460145988333,1.72922418958365,0.0750473333527656,50.9742675974062,1.23218420300663
4,27,117,43.7880933347085,1.230712890625,1.51666666666667,1.5,2,1017,2.21161171572646,2.81200676171577,2.54382457085861,1.74789836723232,1.04356800046504,55.6341341609989,1.27053109473713
4,28,118,46.2891491342386,1.19140625,1.53333333333333,1.5,2,1018,1.81994099965134,2.9301221884867,2.15795911781561,2.84225458174091,-0.304267572049312,55.8829633428749,1.2072583831864
4,29,119,48.8749785039976,1.148681640625,1.55,1.5,2,1019,2.50569551170707,2.93147957872731,2.38760261710313,2.4949592267519,-0.533694273594923,59.3447279343791,1.21421491632012
4,30,120,51.5484548537714,1.1025390625,1.56666666666667,1.5,2,1020,3.46513473603281,2.67460458454581,3.46441587864555,2.77997537373478,0.19658113176618,64.9523200559294,1.26002457765574
5,1,121,1.01685340540722,1.06385803222656,1.1,1.5,2,1021,-0.475639886060303,-0.422114993536849,0.317078794912075,-0.0632424021014435,-0.0767224407403806,0.44540935091184,0.438027102572829
5,2,122,2.06817317241739,1.12359619140625,1.11666666666667,1.5,2,1022,-0.239816562405726,0.852838232902203,-0.177636915756249,0.123046679312195,0.452656234915898,2.9372530842845,1.42021621953991
5,3,123,3.15512754226943,1.17921447753906,1.13333333333333,1.5,2,1023,0.170651583708928,0.611895898374166,0.861887235086043,0.391526341458173,0.401886006158085,5.74456123733851,1.82070650405674
5,4,124,4.27892435387168,1.230712890625,1.15,1.5,2,1024,0.537321880142592,0.954753148298545,0.0578995333494556,0.147197697199071,-0.631430736966675,5.49359800177887,1.28387359706608
5,5,125,5.44081238596938,1.27809143066406,1.16666666666667,1.5,2,1025,0.383040248125972,0.577827709944893,0.47683820467619,0.297263977429144,0.360283175318775,7.68004565530072,1.41156230181835
5,6,126,6.6420827448051,1.32135009765625,1.18333333333333,1.5,2,1026,0.776613500032149,-0.339598677540987,0.246424261052483,0.673506015490928,-0.434156353392511,7.20188267200978,1.08428078190422
5,7,127,7.88407029881404,1.36048889160156,1.2,1.5,2,1027,0.870984360227127,-0.279331932986333,0.485177157971235,1.21196199719348,0.166622909781567,9.62822517281656,1.22122518038238
5,8,128,9.16815516194857,1.3955078125,1.21666666666667,1.5,2,1028,0.638728274523483,0.0962467627032937,0.020815888493975,1.06489650422526,-0.33157135394395,9.87625816586342,1.07723505889754
5,9,129,10.4957642272801,1.42640686035156,1.23333333333333,1.5,2,1029,0.748490636800393,0.0556676076565892,0.798326319443414,0.649044439507157,-0.812228007431251,12.0173345943647,1.14496994541187
5,10,130,11.8683727525827,1.45318603515625,1.25,1.5,2,1030,1.94800477232061,0.966935671525203,1.07825501590712,0.181171363699672,-0.511532271383307,17.0137059260206,1.43353316252375
5,11,131,13.2875059996601,1.47584533691406,1.26666666666667,1.5,2,1031,0.530976931819619,0.555207764821915,0.800512143494379,1.23379863015882,0.661260532126742,16.6364377446378,1.25203614170058
5,12,132,14.7547409292381,1.494384765625,1.28333333333333,1.5,2,1032,1.25166617489542,1.56054916477479,0.650716820402095,0.679918207902369,-0.799715143780112,18.804276640934,1.27445657847311
5,13,133,16.2717079533052,1.50880432128906,1.3,1.5,2,1033,-0.574592450475854,1.62050813027772,-0.160829121481963,-0.00684570952456931,0.00445450752540438,17.2746317757107,1.06163605106996
5,14,134,17.8400927468495,1.51910400390625,1.31666666666667,1.5,2,1034,0.643715208429363,1.17275808580857,1.0875958051469,0.719670408867954,0.39978505459135,22.3932733393095,1.25522180052927
5,15,135,19.4616381210038,1.52528381347656,1.33333333333333,1.5,2,1035,1.41853222502891,0.0793673936672271,1.71011521698657,1.41971035652109,0.104777217300512,24.401075597072,1.25380378801399
5,16,136,21.1381459596826,1.52734375,1.35,1.5,2,1036,0.863264060263816,0.443057430708393,0.712441955222688,0.128898202193039,0.639724133157548,24.7631615241741,1.17149165169952
5,17,137,22.8714792218598,1.52528381347656,1.36666666666667,1.5,2,1037,1.68939537954362,1.33749290501409,1.05460962047628,1.61080827865975,0.792485323021745,29.6505933727618,1.29640033708108
5,18,138,24.6635640117153,1.51910400390625,1.38333333333333,1.5,2,1038,2.41896104776468,1.08497455709686,1.97432318249178,0.112053752066993,-0.537827747837156,32.262755921219,1.308114103294
5,19,139,26.5163917189489,1.50880432128906,1.4,1.5,2,1039,1.37225106514552,1.4688675238234,1.1963819878122,0.596533084916788,-0.195280535685542,32.2425570353195,1.2159481341603
5,20,140,28.4320212316403,1.494384765625,1.41666666666667,1.5,2,1040,1.83189786460604,2.57133079787572,1.62445693056447,1.66934077877011,-0.200665556459994,37.0483199623992,1.3030491100355
5,21,141,30.4125812241143,1.47584533691406,1.43333333333333,1.5,2,1041,1.87888210114629,1.39299729463026,2.33589698358046,0.952130067015027,-0.101454079335503,38.5845414633742,1.26870327707601
5,22,142,32.4602725223537,1.45318603515625,1.45,1.5,2,1042,1.54059524144428,1.13478309932264,0.433165721383367,2.16921430438298,0.14180377847773,37.1360318676193,1.14404559733889
5,23,143,34.5773705495876,1.42640686035156,1.46666666666667,1.5,2,1043,2.12792739235008,1.81700407114665,2.39409975412999,1.65882121528746,0.0862576333641288,43.9550073492733,1.27120734314476
5,24,144,36.766227854774,1.3955078125,1.48333333333333,1.5,2,1044,1.02526912461191,1.92358533943225,2.88764799096283,2.40971504635608,-0.081030168527063,45.3007589994933,1.23212963751491
5,25,145,39.0292767267848,1.36048889160156,1.5,1.5,2,1045,2.30669917099255,2.24033280091392,2.2119808622911,1.50696888180792,0.804568994600864,49.6505548145951,1.27213617516312
5,26,146,41.369031897199,1.32135009765625,1.51666666666667,1.5,2,1046,2.71035561486769,1.48270068912125,1.91244198015885,1.37577170743367,0.0631918717388087,50.1309781073986,1.2117996435588
5,27,147,43.7880933347085,1.27809143066406,1.53333333333333,1.5,2,1047,2.28846529694807,1.62002103622938,2.699980742056,1.89440194427186,0.474558315275548,53.7215229040212,1.22685229734447
5,28,148,46.2891491342386,1.230712890625,1.55,1.5,2,1048,3.39381448349789,2.81750589349734,2.9163018329564,2.20461828539642,0.626962221250977,59.8345094730758,1.29262495837967
